"tITI","freq_bins_smooth","mean_spec","sem_upper","sem_lower"
"Rest Post S1",0.144311797752809,1.14045887472265,1.18254994864483,1.09836780080048
"Rest Post S1",0.14501404494382,1.12547629152703,1.16625474395398,1.08469783910008
"Rest Post S1",0.145716292134831,1.13227709910664,1.17236151902078,1.0921926791925
"Rest Post S1",0.146418539325843,1.1320189096589,1.1718348075371,1.09220301178069
"Rest Post S1",0.147120786516854,1.13435601852949,1.1747179621622,1.09399407489678
"Rest Post S1",0.147823033707865,1.13416375354505,1.17634393085812,1.09198357623199
"Rest Post S1",0.148525280898876,1.12240177376489,1.16353635952534,1.08126718800444
"Rest Post S1",0.149227528089888,1.1224886612719,1.16333467877659,1.08164264376722
"Rest Post S1",0.149929775280899,1.13470735254379,1.17558564157224,1.09382906351534
"Rest Post S1",0.15063202247191,1.12857859723941,1.16749305375345,1.08966414072537
"Rest Post S1",0.151334269662921,1.13204962490211,1.17171825939062,1.09238099041359
"Rest Post S1",0.152036516853933,1.1281137856842,1.16824450005237,1.08798307131602
"Rest Post S1",0.152738764044944,1.11780663196163,1.15718822835762,1.07842503556564
"Rest Post S1",0.153441011235955,1.11314184855913,1.15277531825362,1.07350837886464
"Rest Post S1",0.154143258426966,1.10084953174832,1.14062310764958,1.06107595584706
"Rest Post S1",0.154845505617977,1.10384811079425,1.14519324879295,1.06250297279555
"Rest Post S1",0.155547752808989,1.09584490453247,1.1385885802216,1.05310122884334
"Rest Post S1",0.15625,1.09437551005673,1.13726184736498,1.05148917274847
"Rest Post S1",0.156952247191011,1.07635657367381,1.11502700316747,1.03768614418015
"Rest Post S1",0.157654494382022,1.07444786415163,1.11385789950428,1.03503782879899
"Rest Post S1",0.158356741573034,1.09287144421149,1.13510364503902,1.05063924338397
"Rest Post S1",0.159058988764045,1.0870666045122,1.12992188972837,1.04421131929603
"Rest Post S1",0.159761235955056,1.08535450603497,1.12847689163535,1.04223212043459
"Rest Post S1",0.160463483146067,1.07203729494125,1.11574033133887,1.02833425854363
"Rest Post S1",0.161165730337079,1.05940334308904,1.10148847996843,1.01731820620964
"Rest Post S1",0.16186797752809,1.05511991696939,1.09742614097789,1.01281369296089
"Rest Post S1",0.162570224719101,1.06884171676699,1.11204429315464,1.02563914037934
"Rest Post S1",0.163272471910112,1.06589353774509,1.10701574647749,1.0247713290127
"Rest Post S1",0.163974719101124,1.06235078197752,1.10257586733133,1.02212569662372
"Rest Post S1",0.164676966292135,1.06499551361685,1.1046290301285,1.0253619971052
"Rest Post S1",0.165379213483146,1.05536060146566,1.09302935948839,1.01769184344293
"Rest Post S1",0.166081460674157,1.04646229779561,1.0851592568478,1.00776533874342
"Rest Post S1",0.166783707865168,1.04455511048066,1.08377986751003,1.00533035345128
"Rest Post S1",0.16748595505618,1.03658146666549,1.07744644401835,0.995716489312622
"Rest Post S1",0.168188202247191,1.02066303768129,1.06105689531553,0.980269180047039
"Rest Post S1",0.168890449438202,1.01431134294604,1.05405949109903,0.974563194793045
"Rest Post S1",0.169592696629213,1.00005399355271,1.04046322134509,0.959644765760334
"Rest Post S1",0.170294943820225,1.0144447092311,1.05645557256284,0.97243384589937
"Rest Post S1",0.170997191011236,1.01065513973165,1.05432310007679,0.966987179386516
"Rest Post S1",0.171699438202247,1.00622388967985,1.0479559003757,0.964491878983991
"Rest Post S1",0.172401685393258,1.00632631235093,1.04894531240586,0.963707312295987
"Rest Post S1",0.17310393258427,1.00081044996309,1.04201256230858,0.95960833761759
"Rest Post S1",0.173806179775281,1.01090156255047,1.05216735684473,0.969635768256214
"Rest Post S1",0.174508426966292,1.00230659538375,1.04262510429141,0.961988086476092
"Rest Post S1",0.175210674157303,0.993095310060014,1.03281903818425,0.953371581935781
"Rest Post S1",0.175912921348315,0.982580657875979,1.02158651655323,0.943574799198725
"Rest Post S1",0.176615168539326,0.976140957640848,1.01558175709766,0.936700158184033
"Rest Post S1",0.177317415730337,0.961530049182004,1.00027318736028,0.922786911003725
"Rest Post S1",0.178019662921348,0.948183001308201,0.985765340178415,0.910600662437987
"Rest Post S1",0.17872191011236,0.944351127855747,0.981257943820428,0.907444311891065
"Rest Post S1",0.179424157303371,0.93747228647477,0.973736611375339,0.901207961574201
"Rest Post S1",0.180126404494382,0.935658550335229,0.971715658128767,0.899601442541692
"Rest Post S1",0.180828651685393,0.937684444574114,0.974823170244055,0.900545718904172
